# Vsd      IVsd
# Temperature[K]: 0.5
# Gate voltages[ev]: [-0.5, -0.33333333333333337, -0.16666666666666669, 0.0, 0.16666666666666663, 0.33333333333333326, 0.5, 0.6666666666666665, 0.8333333333333333, 1.0]
-0.0050000000000    -0.0000013728814    -0.0000018328844    -0.0000013878706    -0.0000014747468    -0.0000013239397    -0.0000018298687    -0.0000007129186    -0.0000018215807    -0.0000013777538    -0.0000018310127
-0.0049899899900    -0.0000013728814    -0.0000018328818    -0.0000013878706    -0.0000014747450    -0.0000013239397    -0.0000018298664    -0.0000007129186    -0.0000018215781    -0.0000013777538    -0.0000018310105
-0.0049799799800    -0.0000013728814    -0.0000018328786    -0.0000013878706    -0.0000014747427    -0.0000013239397    -0.0000018298634    -0.0000007129186    -0.0000018215749    -0.0000013777538    -0.0000018310077
-0.0049699699700    -0.0000013728814    -0.0000018328745    -0.0000013878706    -0.0000014747399    -0.0000013239397    -0.0000018298596    -0.0000007129186    -0.0000018215709    -0.0000013777538    -0.0000018310043
-0.0049599599600    -0.0000013728814    -0.0000018328694    -0.0000013878706    -0.0000014747362    -0.0000013239397    -0.0000018298549    -0.0000007129186    -0.0000018215658    -0.0000013777538    -0.0000018309999
-0.0049499499499    -0.0000013728814    -0.0000018328629    -0.0000013878706    -0.0000014747316    -0.0000013239397    -0.0000018298489    -0.0000007129186    -0.0000018215594    -0.0000013777538    -0.0000018309943
-0.0049399399399    -0.0000013728814    -0.0000018328548    -0.0000013878706    -0.0000014747258    -0.0000013239397    -0.0000018298414    -0.0000007129186    -0.0000018215513    -0.0000013777538    -0.0000018309873
-0.0049299299299    -0.0000013728814    -0.0000018328445    -0.0000013878706    -0.0000014747185    -0.0000013239397    -0.0000018298319    -0.0000007129186    -0.0000018215410    -0.0000013777538    -0.0000018309785
-0.0049199199199    -0.0000013728814    -0.0000018328315    -0.0000013878706    -0.0000014747093    -0.0000013239397    -0.0000018298199    -0.0000007129186    -0.0000018215281    -0.0000013777538    -0.0000018309674
-0.0049099099099    -0.0000013728814    -0.0000018328151    -0.0000013878706    -0.0000014746977    -0.0000013239397    -0.0000018298048    -0.0000007129186    -0.0000018215119    -0.0000013777538    -0.0000018309534
-0.0048998998999    -0.0000013728814    -0.0000018327945    -0.0000013878706    -0.0000014746831    -0.0000013239397    -0.0000018297857    -0.0000007129186    -0.0000018214913    -0.0000013777538    -0.0000018309357
-0.0048898898899    -0.0000013728814    -0.0000018327684    -0.0000013878706    -0.0000014746646    -0.0000013239397    -0.0000018297616    -0.0000007129186    -0.0000018214654    -0.0000013777538    -0.0000018309134
-0.0048798798799    -0.0000013728814    -0.0000018327356    -0.0000013878706    -0.0000014746413    -0.0000013239397    -0.0000018297312    -0.0000007129186    -0.0000018214327    -0.0000013777538    -0.0000018308852
-0.0048698698699    -0.0000013728814    -0.0000018326941    -0.0000013878706    -0.0000014746119    -0.0000013239397    -0.0000018296929    -0.0000007129186    -0.0000018213915    -0.0000013777538    -0.0000018308497
